price;rating;rating_BD;rating_D-5;rating_DEC-100;rating_DEC-5;rating_FM;rating_GH;rating_GP;rating_GR;rating_IWC;rating_JH;rating_JR;rating_JS;rating_LM;rating_LV-100;rating_LV-3;rating_QUA-100;rating_QUA-20;rating_RP;rating_RVF;rating_RWS;rating_ST;rating_TA;rating_VIN;rating_Vivino;rating_W&S;rating_WE;rating_WS;region_1;region_2;region_3;title;volume
1206;7.3;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Италия;Венето;Вальполичелла;Lenotti, Valpolicella DOC Classico;0.75
1377;5.0;;;;;;;;;;;;;;;;;;91;;;;;;3.7;;;;Франция;Долина Роны;Кот дю Ванту;"Alain Jaume & Fils, ""Les Gelinottes"", Ventoux AOC, 2017";0.75
1028;7.5;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Испания;Мурсия;Хумилья;"Finca Bacara, ""Yeya"", Jumilla DOP";0.75
921;;;;;;;;;;;;;;;;;;;;;;;;;;;86;;Франция;Лангедок-Руссийон;;"""Recital"" Cabernet Sauvignon, Pays d'Oc, 2017";0.75
817;6.0;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Италия;Апулия;Саленто;"Cantine Due Palme, ""San Marco"" Rosso, Salento IGT, 2018";0.75
504;6.0;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Португалия;Лиссабон;;"""Mundus"" Branco";0.75
628;8.7;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Крым;;;"Инкерман, Каберне ""Качинское""";0.75
1057;7.6;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Грузия;Кахетия;;Chateau Mukhrani, Saperavi Superieur;0.75
897;8.9;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Чили;Центральная Долина;Долина Маипо;"""Casillero del Diablo"" Cabernet Sauvignon Reserva";0.75
1065;8.3;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Италия;Тоскана;;"Piccini, ""Memoro"" Rosso";0.75
609;8.3;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Франция;Лангедок-Руссийон;;J. P. Chenet, Colombard-Chardonnay, Vin de France;0.75
822;9.5;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Крым;;;"""Esse"" Rose";0.75
1102;9.0;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Франция;Лангедок-Руссийон;;Les Jamelles, Syrah, Pays d'Oc IGP, 2017;0.75
1466;7.7;;;;;;;;;;;;92;;;;;;88;;;;;;3.7;;;87;Италия;Тоскана;Мореллино ди Сканзано;Fattoria Le Pupille, Morellino Di Scansano DOCG, 2016;0.75
555;7.9;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Грузия;Кахетия;Алазанская долина;"Badagoni, ""Alazani Valley"" Semi-Sweet Red";0.75
1451;6.0;;;90;;;;92;;;;;;;;;;;;;;;;;3.9;;;;Испания;Мурсия;Хумилья;"Finca Bacara, ""Time Waits For No One"" Monastrell, Jumilla DOP (Black Label)";0.75
1444;7.8;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Россия;Краснодарский край;;"""100 оттенков красного"" Каберне Совиньон";0.75
1136;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Австрия;;;"Leth, ""Terrassen"" Gruner Veltliner, 2018";0.75
578;8.1;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Грузия;Кахетия;Цинандали;Badagoni, Tsinandali;0.75
990;9.5;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Испания;Наварра;;"""Gran Feudo"" Moscatel, Navarra DO, 2018";0.75
2076;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Франция;Прованс;Кот де Прованс;"""M de Minuty"" Rose, Cotes de Provence AOC, 2018";0.75
921;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;86;;Чили;Центральная Долина;Долина Маипо;Vina Chocalan, Chardonnay Reserva, 2017;0.75
1953;8.0;;;;;;;;;;;;;;;;;;;;;;;;4.1;;;;Кипр;;;Loel, Commandaria Alasia, gift box;0.75
680;8.5;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;США;Калифорния;;"""Western Cellars"" Zinfandel Rose Semi-Sweet";0.75
894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Кьянти;"Castellani, ""Dante di Fiorenza"" Chianti Riserva DOCG, 2015";0.75
895;9.3;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Австралия;Юго-Восточная Австралия;;"""Jacob's Creek"" Shiraz Cabernet Sauvignon Classic";0.75
1695;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Франция;Лангедок-Руссийон;;"Gerard Bertrand, ""Cote des Roses"" Rose, Languedoc AOP, 2018";0.75
535;8.9;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Франция;Лангедок-Руссийон;;"Barton & Guestier, ""Reserve"" Cabernet Sauvignon, Pays d'Oc IGP";0.75
971;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Италия;Тоскана;Тоскана IGT;"Barbanera Since 1938, ""Ser Passo"", Toscana Rosso IGP";0.75
853;8.7;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Португалия;Дао;;"""Messias Selection"" Tinto, Dao DOC";0.75
972;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Италия;Апулия;Пулья;"Femar Vini, ""Masseria Trajone"" Zinfandel, Puglia IGP, 2017";0.75
976;7.0;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Новая Зеландия;;;"""Whistling Track"" Sauvignon Blanc";0.75
1138;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Испания;Каталония;;"Torres, ""Vina Esmeralda"", Catalunya DO, 2018";0.75
2240;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Франция;Бургундия;Пти Шабли;Jean-Marc Brocard, Petit Chablis AOC, 2018;0.75
2268;7.8;;;;;;;;;;;;;;;;;;;;;;;;4.1;;;;Армения;;;"Zorah, ""Karasi"", 2014";0.75
1952;7.9;;;;;;;;;;;;;;;;;;;;;;;;4.2;;;;Чили;Центральная Долина;Кольчагуа;"Luis Felipe Edwards, ""Dona Bernarda""";0.75
801;7.7;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Грузия;;;"""АСТ"" Киндзмараули";0.75
897;8.0;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Чили;Центральная Долина;Долина Маипо;Casillero del Diablo Merlot  Reserva;0.75
954;8.7;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Австрия;Нижняя Австрия;;Lenz Moser, Zweigelt, 1 л;1
928;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;;;"Elivo, ""Cardio Zero"" Blanco, No Alcohol";0.75
1106;10.0;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Австралия;Южная Австралия;Аделаида Хиллз;"""Jacob's Creek"" Chardonnay Reserve";0.75
1183;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Аргентина;Мендоса;Долина Уко;"Catena Zapata, ""Alamos"" Malbec, Mendoza, 2018";0.75
2619;;;;;;;;;;;;;;;;;;;;;;;;;4.1;;;;Испания;Торо;;"Matsu, ""El Recio"", 2017";0.75
798;8.6;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Израиль;Галилея;;"Barkan, ""Classic"" Emerald Riesling";0.75
890;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Чили;Центральная Долина;Долина Маипо;"Vina Maipo, Carmenere ""Mi Pueblo"", 2017";0.75
2990;;;;;;;;;;;;;93;;;;;;90;;;;;;3.8;;;90;Италия;Тоскана;Тоскана IGT;"Tenuta San Guido, ""Le Difese"" IGT, 2016";0.75
536;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Италия;Тоскана;Кьянти;"""Miranzana"" Chianti DOCG";0.75
712;9.0;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;ЮАР;Западный Кейп;Долина Робертсон;Robertson Winery, Pinotage, 2017;0.75
1117;8.0;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Италия;Венето;;"""Gran Passione"" Rosso, Veneto IGT";0.75
651;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Грузия;Кахетия;Ахашени;Alaverdi, Akhasheni;0.75
702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Сицилия;;"Settesoli, ""Rondone"" Grillo, Sicilia IGT, 2018";0.75
2252;8.7;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Франция;Бордо;Сотерн;"Yvon Mau, ""Yvecourt"" Sauternes AOC";0.75
763;7.6;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Аргентина;Мендоса;;Tamari, Malbec DO;0.75
791;9.0;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Австралия;Виктория;;"""SilverGum"" Shiraz, 2018";0.75
681;7.8;;;;;;;;;;;;;;;;;;;;;;;;3.2;;;;США;Калифорния;Долина Напа;Redwood Vineyards, Cabernet Sauvignon;0.75
881;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Италия;Апулия;Пулья;"Cantine San Giorgio, ""Pausania"" Malvasia Nera, Salento IGP, 2013";0.75
1165;9.6;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Крым;;;"""Esse Unplugged"" Odessa Black, 2017";0.75
1588;;;;;;;;;;;;;91;;;;;;;;;;;;4;;;;Италия;Трентино-Альто Адидже;;Nals-Margreid, Pinot Grigio, Sudtirol Alto Adige DOC, 2017;0.75
2348;10.0;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;90;Новая Зеландия;Мальборо;;Babich Wines, Pinot Noir, Marlborough, 2017;0.75
2442;10.0;;;;;;;;;;;;94;;;;;;90;;;;;;3.9;;;89;Франция;Бордо;Сент-Эмилион;"""Bad Boy"", Bordeaux AOC, 2016";0.75
1187;8.0;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;ЮАР;;;"Mooiplaas, ""The Bean"" Coffee Pinotage";0.75
743;5.0;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Италия;;;"Piccini, ""4 Volte 25"" Rosso";0.75
747;8.4;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Франция;Бордо;;"""Duprais"" Rose, Bordeaux AOC";0.75
635;6.5;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Франция;Бордо;;"""Roc du Prince"" Rouge, Bordeaux AOC";0.75
921;9.0;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Чили;Центральная Долина;Кольчагуа;"Viu Manent, ""Estate Collection"" Reserva Carmenere, 2018";0.75
1037;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Франция;Долина Роны;;"Chateau L'Ermitage, ""Tradition"" Rouge, 2016";0.75
2435;8.0;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Уругвай;;;Bodega Garzon, Reserva Tannat, 2017;0.75
940;8.0;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Италия;Венето;Вальполичелла;"""Sante Rive"" Valpolicella DOC, 2017";0.75
1646;;;;;;;;;;;;;;;;;;;;;;;;;4;;86;;Франция;Бордо;Бордо Сюпериёр;Chateau Haut Peyruguet, Bordeaux AOC, 2017;0.75
1640;;;;;;;;;;;;;91;;;;;;;;;;;;4.1;;;;Аргентина;Мендоса;Лухан де Куйо;Luigi Bosca, Malbec, 2017;0.75
589;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;;;Peter Mertes, Riesling;0.75
815;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Аргентина;Сан-Хуан;Валле де Тулум;"""Tussock Jumper"" Malbec";0.75
951;9.5;;;;;;;;;;;;;;;;;;;;;;;;4;;;;ЮАР;Западный Кейп;Долина Робертсон;"Goedverwacht Wine Estate, ""Great Expectations"" Colombar";0.75
534;6.6;;;;;;;;;;;;;;;;;;;;;;;;3.2;;;;Чили;Центральная Долина;;"Concha y Toro, ""Frontera"" Cabernet Sauvignon";0.75
1801;7.3;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Новая Зеландия;Мальборо;;Matua, Sauvignon Blanc, 2017;0.75
500;5.3;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Россия;Краснодарский край;;"Фанагория, ""Авторское Вино"" Шардоне-Алиготе";0.75
1032;8.0;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Франция;Эльзас;;Julien Riehl, Pinot Blanc, Alsace AOP;0.75
1517;;;;;;;;;;;;;;;;;;;;;;;;;4.4;;;;Италия;Фриули-Венеция-Джулия;Фриули Грав;Italo Cescon, Pinot Grigio, Friuli Grave DOC, 2018;0.75
1500;8.0;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Австрия;Нижняя Австрия;;"Weingut R&A Pfaffl, ""Austrian Pepper"", 2018";0.75
534;7.3;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Чили;Центральная Долина;;"Concha y Toro, ""Frontera"" Moscato";0.75
957;8.9;;;;;;;;;;;;;;;;;;;;;;;;4.1;;;;Россия;Краснодарский край;Гай-Кодзор;Мускат де Гай-Кодзор сухое, 0.7 л;0.7
2234;7.0;;;;;;;;;;;;92;;;;;;;;;;;;4.1;;90;;Чили;Центральная Долина;;"Volcanes, ""Tectonia"" Grenache Petite-Syrah Mourvedre, 2015";0.75
762;7.0;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Испания;Риоха;Риоха Альта;"Patrocinio, ""Sancho Garces"" Viura, Rioja DOC";0.75
2193;;;;;;;;;;;;;;;;;;;90;;;;;;4.1;;;;Аргентина;Мендоса;Долина Тупунгато;Rutini, Cabernet Malbec, 2016;0.75
2570;;;;;;;;;;;;;;;;;;;91;;;;;;4;;;;Италия;Тоскана;Кьянти Классико;"""Villa Antinori"", Chianti Classico DOCG Riserva, 2015";0.75
580;7.5;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Испания;Вальдепеньяс;;"""Don Aurelio"" Garnacha, Valdepenas DO";0.75
592;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Италия;Абруццо;Монтепульчано д'Абруццо;"Castellani, ""Il Valore"" Montepulciano d'Abruzzo DOC, 2017";0.75
613;;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Италия;Венето;Венеция;Riondo, Pinot Grigio delle Venezie IGT;0.75
929;8.8;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Грузия;Кахетия;;"Askaneli Brothers, ""Artwine"" Rkatsiteli Qvevri";0.75
983;8.0;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Франция;Прованс;Кот де Прованс;"""Cuvee Villa Garrel"", Cotes de Provence AOP";0.75
1019;9.4;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Италия;Апулия;Пулья;Contri Spumanti, Appassimento Segreto Rosso, Puglia IGT, 2015;0.75
1445;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;Грузия;Кахетия;Киндзмараули;Teliani Valley, Kindzmarauli;0.75
863;9.0;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;США;Калифорния;;"""Barefoot"" White Zinfandel";0.75
535;7.2;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Франция;Лангедок-Руссийон;;"Barton & Guestier, ""Reserve"" Chardonnay";0.75
678;5.7;;;;;;;;;;;;;;;;;;;;;;;;3.2;;;;Австралия;Юго-Восточная Австралия;;"""Jacob's Creek"" Chardonnay Classic";0.75
901;6.0;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Италия;Сицилия;;"Feudi del Pisciotto, ""Baglio del Sole"" Nero d'Avola, Sicilia IGT, 2017";0.75
791;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Австралия;Виктория;;"""SilverGum"" Chardonnay, 2018";0.75
948;6.0;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Франция;;;Joseph Verdier, Rose d'Anjou AOC;0.75
1404;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;91;84;Франция;Бордо;Бордо Сюпериёр;Chateau de Ribebon, Bordeaux Superieur AOC, 2015;0.75
966;6.6;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Россия;Краснодарский край;;"""Ликурия"" Резерв красное, 2015";0.75
1052;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Италия;Венето;Вальполичелла;Antiche Terre Venete, Valpolicella DOC Superiore;0.75
1494;3.0;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Италия;Марке;;Ciu Ciu, Lacrima di Morro d'Alba DOP, 2017;0.75
716;6.0;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Франция;Бордо;;"""Duprais"" Blanc Dry, Bordeaux AOC";0.75
1029;7.0;;;;;;;;;;;;;;;;;;86;;;;;;3.6;;;;Португалия;Дору;;"Symington, ""Altano"" Tinto, Douro DOC, 2016";0.75
578;8.5;;;;;;;;;;;;;;;;;;;;;;;;4.3;;;;Италия;Венето;Соаве;"Campagnola, ""Villa Rocca"" Soave DOC";0.75
692;9.0;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Германия;Рейнхессен;;"""Tussock Jumper"" Riesling";0.75
1168;;;;;;;;;;;;;;;;;;;;;;;;;4.2;;;;Новая Зеландия;Мальборо;;"""Salmon Club"" Sauvignon Blanc";0.75
1190;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Испания;Риоха;Риоха Алавеса;"Marques de Riscal, ""Proximo"", Rioja DOC, 2016";0.75
1721;7.0;;;;;;;;;;;;;;;;;;;;;;;;4;;;;ЮАР;Западный Кейп;Дарлинг;Cloof, Pinotage, 2015;0.75
1365;;;;90;;;;;;;;;90;98;;;;;;;;;;;3.8;;;;Италия;Тоскана;Тоскана IGT;"Molino di Sant'Antimo, ""Asso"" Toscana IGT, 2016";0.75
575;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;;;"Peter Mertes, ""Freetime"" Merlot";0.75
681;8.4;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;США;Калифорния;Долина Напа;Redwood Vineyards, Pinot Grigio;0.75
864;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Франция;Бордо;;Chateau Bellevue Rougier, Bordeaux AOC;0.75
1356;6.3;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Испания;Приорат;;"Vinicola del Priorat, ""Clos Gebrat"", Priorat DOC, 2017";0.75
1694;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;85;;Италия;Венето;Соаве;"Tenuta Sant'Antonio, ""Fontana"" Soave DOC, 2016";0.75
1790;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бургундия;;Bouchard Aine & Fils, Bourgogne Pinot Noir AOC, 2016;0.75
1563;8.0;;;;;;;;;;;;;;;;;;;;;;;;4.1;;;;Италия;Апулия;Пулья;"Poggio Le Volpi, ""Tator"" Primitivo, Puglia IGP";0.75
1214;;;;;;;;;;;;;;;;;;;;;;;;;4.1;;88;;Новая Зеландия;;;The Ned, Sauvignon Blanc, 2018;0.75
560;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;Россия;Краснодарский край;;"""Усадьба Мысхако"" Пино Нуар, 2015";0.75
756;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;Пфальц;;"""Gaumen Spiel"" Gewurztraminer";0.75
1331;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;Новая Зеландия;Мальборо;;Rapaura Springs, Sauvignon Blanc, Marlborough, 2018;0.75
1502;8.0;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Италия;Апулия;Примитиво ди Мандурия;"""Leale"" Primitivo di Manduria DOP, 2016";0.75
609;7.0;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Франция;Лангедок-Руссийон;;J. P. Chenet, Colombard-Sauvignon, Vin de France;0.75
1720;8.3;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Грузия;;;Mildiani, Khvanchkara;0.75
524;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Италия;Апулия;Пулья;"""Duca Sargento"" Negroamaro, Puglia IGT";0.75
1186;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Чили;Центральная Долина;Долина Мауле;"Vina Carta Vieja, ""Aves del Sur"" Carmenere Reserva, Central Valley";0.75
609;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;ЮАР;Паарл;;"Perdeberg, ""Zebra Hills"" Pinotage, 2017";0.75
624;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;Бордо Сюпериёр;Chateau Graveyres, Bordeaux Superieur АОC, 2012;0.75
726;9.3;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Франция;Лангедок-Руссийон;;"""King Rabbit"" Malbec, Pays d'Oc IGP, 2018";0.75
1120;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Виченца;;"""Winezero"" Bianco";0.75
609;7.0;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Франция;Лангедок-Руссийон;;J. P. Chenet, Grenache-Cinsault, Pays d'Oc IGP;0.75
1014;7.3;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;ЮАР;Западный Кейп;Стелленбош;Simonsig, Chenin Blanc, 2018;0.75
1445;4.3;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;США;Калифорния;;"Delicato, ""Woodhaven"" Zinfandel";0.75
1469;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бургундия;Шабли;Domaine Seguinot-Bordet, Petit Chablis AOC;0.75
1039;;;;;;;;;;;;;;;;;;;88;;;;;;;;;;Франция;Долина Роны;Кот дю Люберон;"M. Chapoutier, ""La Ciboise"" Rouge, Luberon AOC, 2017";0.75
1864;9.5;;;;;;;;;;;;90;;;;;;;;;;;90;;;89;;Испания;Кастилья и Леон;;"""Dehesa La Granja"", Castilla y Leon DO, 2012";0.75
547;10.0;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Россия;Краснодарский край;;"""Шато Тамань"" Селект Руж";0.75
1009;9.0;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Аргентина;Долина Кальчаки;;"""Amalaya"" Blanco, 2018";0.75
1412;8.0;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Грузия;Кахетия;Мукузани;Teliani Valley, Mukuzani;0.75
662;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;США;Калифорния;;"""Carlo Rossi"" Pink Moscato";0.75
1082;6.4;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Испания;Риоха;;"""Campo Viejо"" Reserva, Rioja DOC";0.75
1694;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Италия;Абруццо;Монтепульчано д'Абруццо;Masciarelli, Montepulciano d'Abruzzo DOC, 2016;0.75
1899;5.0;;;;;;;;;;;;;;;;;;87;;;;;;3.8;;;91;Италия;Тоскана;Кьянти Классико;"Villa Cerna, ""Primocolle"" Chianti Classico DOCG, 2015";0.75
563;6.0;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Италия;Сицилия;;"""Boccantino"" Catarratto Pinot Grigio, Terre Siciliane IGT, 2018";0.75
840;8.0;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Франция;Лангедок-Руссийон;Минервуа;"""Le Grand Noir"" Sauvignon Blanc, Pays d'Oc IGP, 2018";0.75
2032;7.0;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Израиль;;;"Golan Heights, ""Hermon"" Mount Hermon Red, 2018";0.75
1588;;;;;;;;;;;;;;;;;;;90;;;;;;3.7;;;89;Италия;Пьемонт;Альба;G.B. Burlotto, Dolcetto d'Alba DOC, 2016;0.75
593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Австралия;;;"""Waltzing Matilda"" Shiraz, 2018";0.75
1061;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Россия;;;Бюрнье, Каберне Совиньон;0.75
1190;7.0;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Австрия;Нижняя Австрия;Кампталь;Nastl, Gruner Veltliner Klassik, 2018;0.75
2249;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;Россия;Краснодарский край;;"""Усадьба Дивноморское"" Восточный Склон";0.75
2831;;;;;;;;;;;;;93;;;;;;92;;;;;;4.1;;87;92;Австралия;Южная Австралия;Долина Макларен;"Paxton Wines, ""Quandong Farm"" Shiraz, 2017";0.75
554;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;Португалия;;;"Companhia das Quintas, ""Forgotten Field"" Branco, Lisboa VR";0.75
749;6.0;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;США;Калифорния;;"""770 Miles"" Chardonnay";0.75
2620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Риоха;;"""Herederos del Marques de Riscal"" Reserva, Rioja DOC, 2015";0.75
692;7.4;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Франция;Юго-запад Франции;;"""Tussock Jumper"" Pinot Noir";0.75
956;5.5;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Франция;Долина Луары;Мюскаде Севр э Мен;Marquis de Goulaine, Muscadet de Sevre et Maine Sur Lie AOP;0.75
1358;3.0;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Франция;Бордо;Медок;"""Tour de Mandelotte"" Medoc AOC";0.75
1010;7.5;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;ЮАР;Западный Кейп;Долина Робертсон;"Goedverwacht Wine Estate, ""Great Expectations"" Shiraz Rose";0.75
1031;7.7;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Австралия;Юго-Восточная Австралия;;Banrock Station, Shiraz, 2018;0.75
1519;9.5;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Грузия;Кахетия;;"Тбилвино, ""Квеврис"" Ркацители, 2014";0.75
607;6.5;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Италия;Сицилия;;"Bolla, ""Monte Pietroso"" Nero d'Avola, Terre Siciliane IGT, 2017";0.75
750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Чили;Центральная Долина;Долина Мауле;"Vina Carta Vieja, ""Aves del Sur"" Carmenere, Central Valley, 2018";0.75
760;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Сан-Джиминьяно;Conti Serristori, Vernaccia di San Gimignano DOCG, 2018;0.75
1919;8.7;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Австралия;Виктория;;"""19 Crimes"", 2018";0.75
1091;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;89;;Франция;Бордо;;"""Chai de Bordes"" Blanc, Bordeaux AOC, 2017";0.75
1751;8.0;;;;;;;;;;;;;;;;;;88;;;;;;3.9;;;;Франция;Лангедок-Руссийон;Вэн де Пэи де Кот Каталан;"Domaine Lafage, ""Tessellae"" Carignan Vieilles Vignes, Cotes Catalanes IGP, 2016";0.75
962;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;87;;Франция;Бордо;Бордо Сюпериёр;Chateau Lary, Bordeaux AOC, 2015;0.75
1111;9.0;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;88;Аргентина;Долина Кальчаки;;"""Colome"" Torrontes, 2018";0.75
1848;;;;;;;;;;;;;93;;;;;;;;;;;;3.7;;;92;Италия;Тоскана;Маремма Тоскана;"Rocca di Frassinello, ""Poggio alla Guardia"", Maremma Toscana IGT, 2015";0.75
601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Португалия;Винью Верде;;"""Calamares"" Branco, Vinho Verde DOC";0.75
